dim_0,dim_1,worker_id,item,path
-0.36707953,0.027172782,81753,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
0.78433716,-0.15022853,81753,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
0.5680498,-0.26233366,81753,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
-0.49711218,0.93174654,81753,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
-0.061372086,1.0596689,81753,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
-0.33873412,0.49668458,81753,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
0.08034234,-0.54654974,81753,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
-0.2797071,-0.84083354,81753,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
-0.54099035,-0.88036805,81753,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
0.37130997,-0.4131793,81753,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
-0.4178916,-0.7914119,81753,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
-0.18901338,0.28601572,81753,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
0.18234116,-0.67553616,81753,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
0.330228,0.11114307,81753,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
0.776595,-0.903473,81157,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-0.87393403,0.9097726,81157,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.040351894,-0.48304722,81157,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
0.9888508,-0.8496642,81157,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
-0.9827443,0.9905055,81157,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
0.10240209,0.18496598,81157,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
1.0844135,-1.2019682,81157,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
-0.59633434,0.53868866,81157,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
-0.17484798,-0.23805064,81157,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
0.1122529,-0.23960839,81157,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
1.1753505,-1.0438976,81157,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
-0.7333747,1.0578887,81157,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
0.7703158,-1.0967511,81157,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
-0.85125285,1.2209677,81157,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
0.068845876,-0.31797236,81157,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
0.968561,-1.219473,81157,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
0.20583561,0.6562879,81157,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
-0.61860377,0.9732036,81157,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
1.3053775,-0.50064796,81157,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
-0.81188023,0.82531846,81157,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
-0.29085812,0.37450242,81157,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
-1.1005535,1.1861305,81157,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
1.194183,-0.5250588,81157,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
-0.1387196,0.45800957,81157,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
-0.87105644,0.6283717,81157,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
0.74537134,-0.9776892,81157,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
0.72830653,-0.4146513,81157,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
1.1056987,-0.8265482,81157,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
-1.2734777,0.8971369,81157,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
0.14750914,-0.54029024,81157,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
0.6583855,-0.89295655,81157,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
-0.7672932,0.68238825,81157,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
0.5837665,-0.33129266,81157,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
0.7429266,-1.1861876,81157,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-1.4963114,0.8703994,81157,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-1.0163246,0.5827313,81157,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
0.88094115,1.1783755,78375,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-1.0877291,-1.0031635,78375,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.23914135,-0.24934372,78375,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
0.5248947,1.2780012,78375,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
-1.148907,-0.9700974,78375,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
-0.015874797,0.25776914,78375,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
1.2567389,0.82485443,78375,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
-0.71967834,-1.074681,78375,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
-0.05131607,-0.11486696,78375,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
0.111998536,-0.23890316,78375,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
1.1581765,1.0292634,78375,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
-1.1369236,-0.63722736,78375,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
1.1477475,1.0450467,78375,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
-0.94123465,-0.915957,78375,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
-0.049146213,0.2304155,78375,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
1.2976431,1.0603553,78375,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
-0.5892331,-0.4188601,78375,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
-1.1763343,-0.60977083,78375,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
0.75282687,0.9089309,78375,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
-0.97934884,-0.5832312,78375,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
-0.4398899,0.13087896,78375,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
-1.0539926,-0.99993366,78375,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
1.4555309,1.0305045,78375,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
-0.021082181,-0.5908573,78375,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
-0.98972625,-1.4995184,78375,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
1.4922428,1.5459225,78375,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
0.82953423,0.053869337,78375,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
1.4156424,0.75811774,78375,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
-0.9119399,-1.2935742,78375,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
0.2204404,-0.02330749,78375,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
0.6865582,0.77985483,78375,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
-1.1081948,-1.0609077,78375,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
0.22508979,-0.004767329,78375,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
1.3032639,1.2924095,78375,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-1.2517499,-0.42230538,78375,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-1.523808,-0.17949049,78375,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
0.97550964,-0.5312618,79564,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-0.27307296,1.2379316,79564,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.31921303,-0.30704805,79564,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
0.89389795,0.18247369,79564,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
-0.3295752,0.64270586,79564,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
0.044568013,-0.19891284,79564,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
0.94315195,-0.21608019,79564,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
-0.6682478,1.0977031,79564,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
0.61518425,-0.18048581,79564,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
0.44177037,-0.07435965,79564,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
0.7019203,-0.25699157,79564,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
-0.19784476,1.2250671,79564,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
0.55269486,-0.30856326,79564,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
-0.6987203,1.090738,79564,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
0.45553857,0.10925141,79564,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
1.0708942,-0.47485664,79564,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
-0.071284965,0.5211367,79564,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
-0.2984307,1.0524911,79564,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
0.3729784,-0.9126329,79564,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
-0.58708245,0.75116843,79564,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
-0.41075805,-0.30169895,79564,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
-0.6165673,0.7137785,79564,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
0.1550575,-0.78684294,79564,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
-0.14193876,-0.24596658,79564,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
-1.1867156,0.1315283,79564,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
-0.087718666,-1.2038655,79564,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
-0.22264843,-0.646733,79564,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
0.648162,-0.63706976,79564,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
-1.3946221,0.253305,79564,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
1.0490531,0.14010009,79564,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
0.73770535,-0.9693817,79564,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
-0.91733426,1.0799171,79564,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
0.2277306,-0.7745468,79564,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
-0.8013142,-0.8553755,79564,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-1.1923283,0.67679197,79564,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-1.0920428,0.43407026,79564,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
0.2940038,0.9262045,81964,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-0.08284604,-0.5221398,81964,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.60405684,0.60784787,81964,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
0.4833879,0.5684276,81964,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
0.14388472,-0.5914719,81964,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
0.092954226,0.090363406,81964,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
0.22911385,0.14279842,81964,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
0.06559591,-0.73930544,81964,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
0.10978365,-0.06096936,81964,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
0.98243976,0.33927754,81964,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
0.36559534,0.4140647,81964,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
-0.06949586,-0.64847857,81964,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
-0.13747735,0.57990193,81964,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
-0.1830266,-0.6120364,81964,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
-0.07164236,0.24267618,81964,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
0.26754785,0.58688,81964,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
-0.31160453,-1.3350081,81964,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
0.25373372,-0.9301962,81964,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
0.59458816,0.00472254,81964,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
-1.0641855,-0.76011896,81964,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
0.34096828,-0.22766289,81964,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
-0.6466753,0.072009034,81964,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
0.5998635,0.6961916,81964,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
-0.6978461,0.13717173,81964,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
-1.0128051,-0.13326278,81964,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
0.2182888,0.21396795,81964,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
-0.21903539,0.66308993,81964,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
0.48651782,0.16622083,81964,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
-0.9105446,-0.2049786,81964,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
0.66155416,-0.07996413,81964,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
0.49779546,0.4588871,81964,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
-0.55103576,-0.13287726,81964,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
0.665,0.06874947,81964,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
0.019407555,0.5168941,81964,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-0.7698668,0.3383246,81964,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-0.5375696,-0.2877186,81964,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
0.84374636,0.21243663,79666,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-0.13578606,-0.079411544,79666,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.3436322,-0.3720801,79666,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
0.317606,0.19667067,79666,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
-0.6136486,0.47561365,79666,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
0.3191241,0.3386142,79666,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
0.74556226,0.38383123,79666,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
-0.37568402,0.28493947,79666,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
-0.14882347,0.1546487,79666,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
-0.7114552,0.78914994,79666,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
0.9401086,0.281839,79666,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
-1.1292717,0.37669888,79666,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
0.27774155,0.6542875,79666,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
0.040362846,0.80053073,79666,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
0.33350724,0.46477833,79666,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
0.6656074,0.17107229,79666,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
-0.6249026,0.89490145,79666,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
0.11124687,1.4442403,79666,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
0.38121635,-0.73127776,79666,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
-0.63589305,-0.9506163,79666,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
-0.6620852,-0.69743603,79666,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
-0.2329657,-0.34111458,79666,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
0.027134528,-0.4324872,79666,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
-0.64383173,-0.6903338,79666,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
-0.7940143,-0.62207294,79666,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
0.49757254,0.13876687,79666,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
0.5429554,0.9135927,79666,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
0.7112166,-0.450402,79666,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
-1.2058879,-0.061985366,79666,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
-0.11307647,-1.0406907,79666,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
0.6065288,-0.66408217,79666,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
-0.54805565,-0.3757998,79666,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
1.282083,0.07565265,79666,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
0.5770447,-0.8736343,79666,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-0.37700757,-1.0456586,79666,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-0.74670136,-0.27729133,79666,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
-1.0084397,0.44160876,79497,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
0.8093481,-1.109847,79497,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.087329775,-0.091991,79497,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
-0.8239445,0.5133127,79497,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
0.6769128,-0.4564504,79497,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
0.686505,-0.14091074,79497,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
-1.1751297,0.6753685,79497,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
0.3155774,-0.8782776,79497,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
0.7793942,-0.16362831,79497,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
0.42873943,0.9550943,79497,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
-0.6959225,0.752239,79497,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
0.18352608,-0.85897017,79497,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
-0.88007796,0.6002008,79497,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
0.90170485,-0.5919292,79497,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
0.1008648,0.9141484,79497,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
-1.3290113,0.54434675,79497,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
0.70754725,0.3386996,79497,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
0.9930235,-0.82616657,79497,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
-0.50934076,1.0077593,79497,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
0.002914658,-1.5263965,79497,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
0.6725131,0.4174108,79497,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
0.81782526,-1.0467185,79497,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
-0.7084531,0.58267534,79497,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
0.79073495,0.3425603,79497,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
1.0680898,-0.9622995,79497,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
-0.472331,0.41598594,79497,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
-0.021684872,0.51608884,79497,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
-1.141705,0.64302284,79497,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
1.0808915,-0.9107785,79497,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
0.45763263,0.749318,79497,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
-1.0196493,1.0213232,79497,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
0.085338615,-0.80315083,79497,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
0.0690003,0.22631194,79497,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
-0.8893333,0.43703988,79497,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-0.03319407,-1.1534245,79497,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-0.15559797,-0.36676344,79497,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
0.32903457,0.30506477,79363,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-0.5481419,-0.29892537,79363,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
0.33647457,0.25201333,79363,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
0.47536144,-0.43288094,79363,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
-0.28940368,-0.31045908,79363,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
-0.1360955,0.12966762,79363,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
0.6949797,0.3484116,79363,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
-0.36440665,-0.49023592,79363,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
-0.033349823,-0.21433553,79363,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
0.05742975,0.045839168,79363,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
0.11654584,-0.13465764,79363,CFD-BM-002-007-HO,resources/CFD-BM-002-007-HO.JPEG
-0.10557443,-0.70911235,79363,CFD-BM-002-016-A,resources/CFD-BM-002-016-A.JPEG
0.14817226,0.082283154,79363,CFD-BM-009-003-HO,resources/CFD-BM-009-003-HO.JPEG
-0.18057464,-0.15948425,79363,CFD-BM-009-008-A,resources/CFD-BM-009-008-A.JPEG
0.025133092,0.03385426,79363,CFD-BM-009-009-F,resources/CFD-BM-009-009-F.JPEG
0.5702719,0.16578622,79363,CFD-BM-038-007-HO,resources/CFD-BM-038-007-HO.JPEG
0.4944751,0.032283135,79363,CFD-BM-038-017-F,resources/CFD-BM-038-017-F.JPEG
0.39503598,-0.26268256,79363,CFD-BM-038-038-A,resources/CFD-BM-038-038-A.JPEG
0.16307828,-0.69900054,79363,CFD-WF-001-009-HO,resources/CFD-WF-001-009-HO.JPEG
0.30836505,-0.6648131,79363,CFD-WF-001-016-A,resources/CFD-WF-001-016-A.JPEG
0.5574813,-0.5104614,79363,CFD-WF-001-027-F,resources/CFD-WF-001-027-F.JPEG
-0.58717227,-0.14065409,79363,CFD-WF-020-012-A,resources/CFD-WF-020-012-A.JPEG
-0.107143074,0.1999949,79363,CFD-WF-020-023-HO,resources/CFD-WF-020-023-HO.JPEG
0.22067268,0.39320868,79363,CFD-WF-020-027-F,resources/CFD-WF-020-027-F.JPEG
-0.7616082,0.49310225,79363,CFD-WF-026-008-A,resources/CFD-WF-026-008-A.JPEG
0.63915163,-0.18963452,79363,CFD-WF-026-017-HO,resources/CFD-WF-026-017-HO.JPEG
0.14062557,0.6319666,79363,CFD-WF-026-024-F,resources/CFD-WF-026-024-F.JPEG
0.68476504,0.07742352,79363,CFD-WM-023-004-HO,resources/CFD-WM-023-004-HO.JPEG
-0.43211105,-0.038403247,79363,CFD-WM-023-012-A,resources/CFD-WM-023-012-A.JPEG
-0.10345845,0.65357435,79363,CFD-WM-023-015-F,resources/CFD-WM-023-015-F.JPEG
0.16887474,0.44759044,79363,CFD-WM-033-007-HO,resources/CFD-WM-033-007-HO.JPEG
-0.94160706,0.041802086,79363,CFD-WM-033-014-A,resources/CFD-WM-033-014-A.JPEG
-0.43442693,0.6862496,79363,CFD-WM-033-053-F,resources/CFD-WM-033-053-F.JPEG
-0.17417812,0.37806234,79363,CFD-WM-038-005-HO,resources/CFD-WM-038-005-HO.JPEG
-0.44234163,-0.32040468,79363,CFD-WM-038-011-A,resources/CFD-WM-038-011-A.JPEG
-0.4355619,0.2767607,79363,CFD-WM-038-018-F,resources/CFD-WM-038-018-F.JPEG
-1.4083432,-0.26947007,77536,CFD-BF-002-004-HO,resources/CFD-BF-002-004-HO.JPEG
-0.59068453,-1.0439721,77536,CFD-BF-002-018-A,resources/CFD-BF-002-018-A.JPEG
-0.44106972,-0.5631922,77536,CFD-BF-002-022-F,resources/CFD-BF-002-022-F.JPEG
-0.41026807,-0.5157322,77536,CFD-BF-005-005-HO,resources/CFD-BF-005-005-HO.JPEG
-0.34148577,-0.49377304,77536,CFD-BF-005-020-A,resources/CFD-BF-005-020-A.JPEG
-0.1091487,-0.46489045,77536,CFD-BF-005-022-F,resources/CFD-BF-005-022-F.JPEG
-0.81416965,-0.65349555,77536,CFD-BF-050-004-HO,resources/CFD-BF-050-004-HO.JPEG
-0.5679229,-0.49699494,77536,CFD-BF-050-012-A,resources/CFD-BF-050-012-A.JPEG
-0.8511322,-0.7572318,77536,CFD-BF-050-036-F,resources/CFD-BF-050-036-F.JPEG
-0.35807225,-1.1185837,77536,CFD-BM-002-002-F,resources/CFD-BM-002-002-F.JPEG
